lang,label,sentence
ca,ocp:play,posa bon dia
ca,ocp:play,posa alguna cosa de pau riba
ca,ocp:play,voldria escoltar jazz
ca,ocp:play,vull escoltar jazz
ca,ocp:play,olly death metal ara
ca,ocp:play,posa una cançó de les meves preferides
ca,ocp:play,m'agradaria ecoltar música pop sisplau
ca,ocp:play,posa la meva cançó preferida
ca,ocp:play,posa la cançó immediatament
ca,ocp:play,vull escoltar we will rock you de queen sisplau
ca,ocp:play,olly posa cançons de la meva llista de reproducció
ca,ocp:play,voldria escoltar el dimoni dins jo sisplau
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,pots trobar-e un acudit d'animals
ca,ocp:play,vull escoltar manuel de falla ara
ca,ocp:play,posa cançons del gènere rhythm and blues i soul
ca,ocp:play,posa escriurem de miki núñez
ca,ocp:play,ok google posa una mica de música
ca,ocp:play,posa música del meu artista preferit
ca,ocp:play,posa boig per tu de sau
ca,ocp:play,necessito escoltar supermercat de lildami
ca,ocp:play,si us plau posa bon dia
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,troba'm el millor acudit d'eugeni d'internet
ca,ocp:play,troba totes las cançons de joan manel serrat i posa-les sense mesclar
ca,ocp:play,fes una playlist de pablo hásel i posa'ho en mode aleatori
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,busca nous acudits
ca,ocp:play,vull escoltar rock suau
ca,ocp:play,vull escoltar música animada
ca,ocp:play,reprodueix el top ten d'imagine dragons
ca,ocp:play,posa alguna cançó pop
ca,ocp:play,posa música de la llista de reproducció
ca,ocp:play,reprodueix michael jackson
ca,ocp:play,posa les cançons que més he escoltat
ca,ocp:play,ves a youtube i posa'm la col·lecció de millors cançons de casament
ca,ocp:play,per favor posa música rap
ca,ocp:play,posa'm una versió recent de boig per tu de sau
ca,ocp:play,escoltem country i rock que no sigui dels e. u. a.
ca,ocp:play,posa l'última llista reproduïda
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,ei comparteix amb mi algun acudit per a fer-me feliç
ca,ocp:play,posa música de manu guix
ca,ocp:play,reprodueix les cançons de pop més ben valorades
ca,ocp:play,vull escoltar boig per tu
ca,ocp:play,vull escoltar una mica de rock modern
ca,ocp:play,em ve de gust una mica de música que tal si poses la llista de música per fer exercici
ca,ocp:play,obre la playlist
ca,ocp:play,vull escoltar rock
ca,ocp:play,ok google posa música rock
ca,ocp:play,posa música del gènere jazz
ca,ocp:play,després reprodueix bon dia
ca,ocp:play,reprodueix la meva llista de reproducció de country
ca,ocp:play,posa la meva segona llista de reproducció
ca,ocp:play,si us plau posa la meva cançó preferida de sopa de cabra
ca,ocp:play,reprodueix la següent cançó
ca,ocp:play,posa una cançó
ca,ocp:play,posa cambra clàssica de la llista de reproducció de música
ca,ocp:play,fes que la cançó soni a continuació
ca,ocp:play,sisi reprodueix la meva llista de reproducció de pop
ca,ocp:play,posa playlist romàntica
ca,ocp:play,reprodueix música dels beatles
ca,ocp:play,posa alguna cosa romàntica
ca,ocp:play,posa el quart disc dels manel
ca,ocp:play,vull escoltar la meva llista de reproducció la posaràs ara
ca,ocp:play,olly posa boig per tu de sau
ca,ocp:play,puc sentir alguna cosa de la rosalia
ca,ocp:play,posa la meva llista de reproducció actual des del principi
ca,ocp:play,posa la meva cançó preferida de rock
ca,ocp:play,posa la gavina de la marina rossell si us plau
ca,ocp:play,després posa'm jo vull ser rei
ca,ocp:play,vull escoltar una mica de jazz
ca,ocp:play,després d'aquesta cançó posa el tren de mitjanit
ca,ocp:play,és moment d'escoltar el manel
ca,ocp:play,afegeix moltes cançons de miki núñez i sau a la llista de reproducció
ca,ocp:play,posa'm una mica de música dance
ca,ocp:play,reprodueix cançons de la llista de reproducció
ca,ocp:play,carrega l' spotify
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,ei olly explica'm un acudit
ca,ocp:play,reprodueix la meva cançó preferida de l'any passat
ca,ocp:play,posa música de manel
ca,ocp:play,reprodueix l'album més nou de jay z.
ca,ocp:play,posa milionària de rosalía
ca,ocp:play,posa'm una mica de música
ca,ocp:play,vull escoltar bona música
ca,ocp:play,posa alguna cosa de zoo
ca,ocp:play,obre la meva música
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,vull un acudit friki
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,pots dir-me un bon acudit
ca,common_query:common_query,quan és la posta de sol
ca,ocp:play,posa boomerang del manel
ca,ocp:play,posa alguna música
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,digues alguns acudits guais
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,explica'm un acudit
ca,ocp:play,posa música d'aquesta llista de reproducció
ca,ocp:play,posa boig per tu després
ca,ocp:play,si us plau posa aquesta cançó un altre cop
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,explica un acudit
ca,ocp:play,posa la meva llista de reproducció del gimnàs
ca,ocp:play,posa la llista de reproducció afegida recentment
ca,ocp:play,reprodueix la meva playlist
ca,ocp:play,posa caçons folk d'índia
ca,ocp:play,posa una mica de rap
ca,ocp:play,si us plau posa la meva música
ca,ocp:play,assistent posa la biblioteca sencera en aleatori
ca,ocp:play,barreja i posa la llista de reproducció blava
ca,ocp:play,posa totes les cançons de la cantant rosalía en mode aleatori
ca,ocp:play,reprodueix cançons de festa
ca,ocp:play,posa'm de nou la cançó de madonna
ca,ocp:play,no té sentit
ca,ocp:play,posa un artista
ca,ocp:play,posa la quarta cançó d'aquest àlbum després d'aquesta cançó
ca,ocp:play,alexa posa rock clàssic
ca,ocp:play,com a següent posa la cançó seleccionada
ca,ocp:play,posa una cançó de lildami
ca,ocp:play,posa vestida de nit de sílvia pérez cruz
ca,ocp:play,reprodueix qualsevol cançó de la meva recent playlist
ca,ocp:play,olly reprodueix qualsevol cançó de la meva llista recent
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,sigues graciós per mi
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,l'acudit del dia
ca,common_query:common_query,on està situat el centre de convencions
ca,ocp:play,posa una mica de ràdio
ca,ocp:play,mostra la ràdio
ca,ocp:play,obre pandora posa una emissora de rock
ca,ocp:play,obre rov the rock a iheartradio
ca,ocp:play,sintonitza un canal de ràdio amb bons acudits
ca,ocp:play,obre la ràdio
ca,ocp:play,kiss f. m.
ca,ocp:play,engega la ràdio
ca,ocp:play,si us plau sintonitza l' emissora de ràdio
ca,ocp:play,m'agradaria escoltar aquella emissora de ràdio
ca,ocp:play,engega la ràdio
ca,ocp:play,pots posar l'emissora de ràdio rac u
ca,ocp:play,sintonitza a la freqüència cent cinc punt u
ca,ocp:play,posa l'emissora rac u
ca,ocp:play,si us plau posa la ràdio
ca,ocp:play,ves a la meva emissora preferida
ca,ocp:play,posa una cançó que em faça somriure
ca,ocp:play,sintonitza el dial cent cinc
ca,ocp:play,posa icat f. m. si us plau
ca,ocp:play,posa catalunya ràdio
ca,ocp:play,si us plau obre'm la ràdio i posa kiss f. m.
ca,ocp:play,alexa vull sentir una emissora de música clàssica
ca,ocp:play,posa el partit de futbol a la ràdio
ca,ocp:play,quants dels meus pòdcasts d'esports tenen episodis nous que encara no haja escoltat
ca,ocp:play,obre pandora i posa els hits més populars
ca,ocp:play,siusplau reprodueix música popular a l' spotify
ca,ocp:play,posa'm la ràdio kiss f. m.
ca,ocp:play,posa'm música de kiss f. m.
ca,ocp:play,si us plau reprodueix el millor country
ca,ocp:play,posa programes de música en la ràdio
ca,ocp:play,posa la llista de reproducció actual
ca,ocp:play,troba l'emissora de joel joan a sirius
ca,ocp:play,reprodueix l'emissora cent dos coma quatre de rac cent cinc
ca,ocp:play,reprodueix les notícies a catalunya ràdio
ca,ocp:play,posa l'episodi de andreu buenafuente del terrat
ca,ocp:play,posa la cent cinc f. m.
ca,ocp:play,reprodueix una nova emissora de ràdio de notícies
ca,ocp:play,ok google pots posar joan dausà
ca,ocp:play,posa la meva emissora preferida a les nou del vespre
ca,ocp:play,kiss f. m.
ca,ocp:play,posa boig per tu de sau
ca,ocp:play,quines emissores posen bona música aquest matí
ca,ocp:play,sintonitza el noranta tres punt nou
ca,ocp:play,posa una estació de ràdio country
ca,ocp:play,canvia al programa d'andreu
ca,ocp:play,posa ràdio quatre
ca,ocp:play,posa aquest programa
ca,ocp:play,pots reproduir el meu àudio llibre preferit de harry potter
ca,ocp:play,pots posar l'audiollibre elles també maten
ca,ocp:play,inicia capítol set de solitud
ca,ocp:play,reprèn l'audiollibre història de catalunya
ca,ocp:play,pots posar l'àudio en pausa
ca,ocp:play,continua reproduint el meu audiollibre
ca,ocp:play,obre el codi da vinci des d'on el vaig deixar
ca,ocp:play,comença l'àudiollibre del miquel
ca,ocp:play,reprodueix audiollibre afegit fa poc
ca,ocp:play,reprèn el meu audiollibre on vam acabar l'última vegada
ca,ocp:play,reprèn el darrer audiollibre
ca,ocp:play,si us plau posa l'àudio pausat recentment
ca,ocp:play,continua el meu audiollibre des del començament de l'últim capítol que vaig començar
ca,ocp:play,fem una pausa de cinc minuts
ca,ocp:play,comença a llegir un llibre
ca,ocp:play,continua els pilars de la terra
ca,ocp:play,obre l'audiollibre de harrypotter i reprodueix des de l'última reproducció
ca,ocp:play,busca aquesta reproducció com a audiollibre i posa-la
ca,ocp:play,siusplau reprèn aquesta reproducció en audiollibre
ca,ocp:play,escolta segon origen des de downpour
ca,ocp:play,comença a llegir la segona lluna des del capítol quatre
ca,ocp:play,reprèn una cançó de l'audiollibre de serrat
ca,ocp:play,reprodueix l'audiollibre de la blancaneus
ca,ocp:play,pots reprendre l'audiollibre el secret
ca,ocp:play,audiollibre posa la plaça del diamant
ca,ocp:play,reprèn la lectura de la classe de francès
ca,ocp:play,si us plau reprodueix bon dia
ca,ocp:play,comença a llegir aquell llibre de l'andreu buenafuente
ca,ocp:play,continua amb el meu audiollibre si us plau
ca,ocp:play,segueix reproduint el meu llibre de vitamines
ca,ocp:play,olly reprèn terra baixa
ca,ocp:play,reprodueix aquest audiollibre a partir d'aquest punt
ca,ocp:play,alexa juga a escacs amb mi
ca,ocp:play,em ve de gust jugar a escacs saps jugar-hi
ca,ocp:play,et ve de gust una partida d'escacs
ca,ocp:play,partida de solitari
ca,ocp:play,obre un joc de carreres
ca,ocp:play,juguem a pinball
ca,ocp:play,vols jugar a un joc amb mi
ca,ocp:play,vull que em poses el joc de futbol al cinquè nivell
ca,ocp:play,vull jugar al trivial
ca,ocp:play,busca un joc
ca,ocp:play,juga l'snake amb mi
ca,ocp:play,resolem el trencaclosques
ca,ocp:play,obre angry birds
ca,ocp:play,juguem a les dames
ca,ocp:play,pots prendre un paper d'enemic en el joc de clash of clans
ca,ocp:play,juga a escacs amb mi si us plau
ca,ocp:play,obre name that tune
ca,ocp:play,podries jugar al pòquer amb mi
ca,ocp:play,juguem al monopoly
ca,ocp:play,juguem al tres en ratlla
ca,ocp:play,pots avançar un capítol al podcast
ca,ocp:play,posa el següent episodi
ca,ocp:play,ubica el meu pòdcast
ca,ocp:play,procedeix al següent capítol
ca,ocp:play,posa el podcast de catalunya vespre
ca,ocp:play,passa al proper episodi
ca,ocp:play,posa el setè episodi de la torre de vidre
ca,ocp:play,busca i crea una llista de reproducció de totes les últimes cançons ballables
ca,ocp:play,ordena i posa totes les cançons de rosalía
ca,ocp:play,posa el pòdcast des del principi
ca,ocp:play,ei posa aquell pòdcast que vaig parar ahir a la nit
ca,ocp:play,passa al pròxim podcast
ca,ocp:play,repeteix el següent podcast
ca,ocp:play,passa al podcast següent
ca,ocp:play,vull escoltar el podcast de l' andreu buenafuente
ca,ocp:play,avança si us plau
ca,ocp:play,busca un podcast i posa'l
ca,ocp:play,pots reproduir la meva música
ca,ocp:play,salta al següent capítol
ca,ocp:play,tanca aquest pòdcast i obre'n un altre
ca,ocp:play,escolta l'últim pòdcast de berto romero
ca,ocp:play,reprodueix el pròxim episodi
ca,ocp:play,comença el podcast m. l. b. diàriament
ca,ocp:play,mostra'm els podcasts més valorats
ca,ocp:play,posa l'episodi de coses que has de saber a la cua
ca,ocp:play,reprodueix cançons clàssiques
ca,ocp:play,posa el podcast el búnquer
ca,ocp:play,torna al primer episodi
ca,ocp:play,mostra'm l'últim episodi
ca,ocp:play,reprodueix el podcast heavyweight
ca,ocp:play,posa el podcast de pablo iglesias guardat al dispositiu
ca,ocp:play,podcast de xarxa
ca,ocp:play,molt més clar i orientat al tema
ca,ocp:play,reprodueix l'episodi més actual de levin
ca,ocp:play,vull escoltar aquest podcast
ca,ovos-skill-wordnet.openvoiceos:definition.intent,busca una definició
ca,common_query:common_query,qui és el president de polònia
ca,common_query:common_query,quina moneda utilitza espanya
ca,common_query:common_query,quina alçada té una girafa
ca,ovos-skill-wordnet.openvoiceos:definition.intent,en quina situació utilitzaries la paraula inconveniència
ca,common_query:common_query,calcula la resistència d'aquest resistor
ca,common_query:common_query,centres de navegació
ca,ovos-skill-wordnet.openvoiceos:definition.intent,digues la definició abreujada d'evacuació
ca,common_query:common_query,quina edat té rosalia
ca,common_query:common_query,quant és tres per set
ca,common_query:common_query,de quina comunitat autònoma és l'albert serra
ca,common_query:common_query,quina és l'arrel quadrada de quaranta dos
ca,common_query:common_query,digue'm per què andreu buenafuente és millor comediant que berto romero
ca,common_query:common_query,digue'm el segon nom de tom hanks
ca,ovos-skill-wordnet.openvoiceos:definition.intent,com es lletreja girafa
ca,ovos-skill-wordnet.openvoiceos:definition.intent,ets capaç de dir la paraula desmonetització
ca,common_query:common_query,quin és l'edifici més llarg del món
ca,ovos-skill-wordnet.openvoiceos:definition.intent,actor que interpreta un paper
